"issue_key","created","resolutiondate","days_to_solve"
"LUCENE-4139","2012-06-12","2012-06-12","0"
"LUCENE-2776","2010-11-24","2010-11-26","2"
"LUCENE-5262","2013-10-07","2013-10-07","0"
"LUCENE-1491","2008-12-12","2009-07-14","214"
"LUCENE-6550","2015-06-11","2015-06-11","0"
"LUCENE-318","2004-11-30","2006-05-27","543"
"LUCENE-3350","2011-07-29","2011-07-29","0"
"LUCENE-13","2002-02-07","2005-09-03","1304"
"LUCENE-6050","2014-11-05","2014-11-11","6"
"LUCENE-4422","2012-09-24","2012-09-25","1"
"LUCENE-4656","2013-01-03","2013-01-03","0"
"LUCENE-4411","2012-09-20","2012-09-25","5"
"LUCENE-5614","2014-04-17","2014-04-17","0"
"LUCENE-3254","2011-06-28","2011-06-28","0"
"LUCENE-354","2005-03-03","2006-05-27","450"
"LUCENE-1048","2007-11-08","2007-11-10","2"
"LUCENE-3027","2011-04-14","2011-04-14","0"
"LUCENE-5842","2014-07-23","2014-07-23","0"
"LUCENE-1389","2008-09-17","2008-11-13","57"
"LUCENE-3871","2012-03-14","2012-03-15","1"
"LUCENE-2895","2011-01-27","2011-01-28","1"
"LUCENE-1250","2008-03-27","2011-01-25","1034"
"LUCENE-5116","2013-07-16","2013-07-19","3"
"LUCENE-1648","2009-05-20","2009-06-07","18"
"LUCENE-203","2004-03-27","2006-05-27","791"
"LUCENE-2579","2010-07-30","2010-07-30","0"
"LUCENE-4137","2012-06-11","2012-06-13","2"
"LUCENE-4397","2012-09-16","2012-09-19","3"
"LUCENE-1021","2007-10-05","2007-10-10","5"
"LUCENE-324","2004-12-14","2005-12-05","356"
"LUCENE-4172","2012-06-27","2012-06-28","1"
"LUCENE-1862","2009-08-27","2009-09-02","6"
"LUCENE-433","2005-09-14","2006-05-05","233"
"LUCENE-2468","2010-05-18","2010-06-02","15"
"LUCENE-6407","2015-04-07","2015-04-08","1"
"LUCENE-238","2004-07-10","2006-05-27","686"
"LUCENE-2880","2011-01-23","2015-06-18","1607"
"LUCENE-976","2007-08-10","2007-08-10","0"
"LUCENE-690","2006-10-19","2006-10-20","1"
"LUCENE-4529","2012-11-02","2012-11-03","1"
"LUCENE-5934","2014-09-10","2014-09-10","0"
"LUCENE-554","2006-04-23","2007-02-25","308"
"LUCENE-5641","2014-05-03","2014-05-05","2"
"LUCENE-1112","2007-12-31","2008-01-03","3"
"LUCENE-4038","2012-05-07","2012-05-07","0"
"LUCENE-288","2004-10-14","2005-12-02","414"
"LUCENE-1510","2009-01-02","2009-01-08","6"
"LUCENE-2978","2011-03-20","2011-03-22","2"
"LUCENE-3660","2011-12-20","2011-12-26","6"
"LUCENE-236","2004-07-09","2006-05-27","687"
"LUCENE-4074","2012-05-23","2012-05-23","0"
"LUCENE-1036","2007-10-26","2007-11-07","12"
"LUCENE-2278","2010-02-22","2010-10-29","249"
"LUCENE-1401","2008-09-23","2008-09-25","2"
"LUCENE-207","2004-03-31","2006-05-27","787"
"LUCENE-1010","2007-09-29","2007-09-29","0"
"LUCENE-6500","2015-05-26","2015-05-27","1"
"LUCENE-2834","2010-12-27","2011-05-29","153"
"LUCENE-5587","2014-04-09","2014-04-09","0"
"LUCENE-6038","2014-10-31","2014-11-05","5"
"LUCENE-6394","2015-04-06","2015-04-12","6"
"LUCENE-3528","2011-10-24","2011-11-08","15"
"LUCENE-1234","2008-03-15","2008-03-15","0"
"LUCENE-4090","2012-05-30","2012-05-30","0"
"LUCENE-787","2007-01-28","2007-01-31","3"
"LUCENE-2758","2010-11-13","2010-11-13","0"
"LUCENE-5062","2013-06-17","2013-06-20","3"
"LUCENE-269","2004-08-25","2006-05-27","640"
"LUCENE-6482","2015-05-14","2015-06-16","33"
"LUCENE-1310","2008-06-20","2008-08-05","46"
"LUCENE-6192","2015-01-20","2015-01-21","1"
"LUCENE-3152","2011-05-28","2011-06-09","12"
"LUCENE-3841","2012-03-02","2012-03-14","12"
"LUCENE-6293","2015-02-25","2015-02-26","1"
"LUCENE-1568","2009-03-20","2009-03-21","1"
"LUCENE-2616","2010-08-23","2010-10-30","68"
"LUCENE-4178","2012-06-28","2012-06-29","1"
"LUCENE-2820","2010-12-18","2010-12-20","2"
"LUCENE-5200","2013-09-04","2013-09-06","2"
"LUCENE-3642","2011-12-12","2011-12-12","0"
"LUCENE-1556","2009-03-10","2010-09-29","568"
"LUCENE-3208","2011-06-16","2011-06-16","0"
"LUCENE-5451","2014-02-18","2014-02-19","1"
"LUCENE-4033","2012-05-05","2013-02-08","279"
"LUCENE-865","2007-04-20","2008-05-14","390"
"LUCENE-1249","2008-03-27","2008-08-19","145"
"LUCENE-4594","2012-12-06","2012-12-10","4"
"LUCENE-4445","2012-09-28","2012-09-28","0"
"LUCENE-3910","2012-03-24","2012-05-10","47"
"LUCENE-3363","2011-08-05","2011-10-30","86"
"LUCENE-2712","2010-10-16","2010-10-18","2"
"LUCENE-1921","2009-09-21","2013-01-15","1212"
"LUCENE-792","2007-02-02","2011-01-25","1453"
"LUCENE-2956","2011-03-09","2011-04-14","36"
"LUCENE-2593","2010-08-10","2010-08-10","0"
"LUCENE-6097","2014-12-05","2014-12-08","3"
"LUCENE-1627","2009-05-01","2011-01-26","635"
"LUCENE-5768","2014-06-16","2014-06-16","0"
"LUCENE-6019","2014-10-22","2014-12-18","57"
"LUCENE-4030","2012-05-04","2012-05-04","0"
"LUCENE-6418","2015-04-12","2015-04-12","0"
"LUCENE-1101","2007-12-26","2007-12-30","4"
"LUCENE-337","2005-01-19","2006-05-27","493"
"LUCENE-2134","2009-12-08","2009-12-08","0"
"LUCENE-4916","2013-04-08","2013-04-08","0"
"LUCENE-5644","2014-05-04","2014-05-09","5"
"LUCENE-693","2006-10-23","2007-11-23","396"
"LUCENE-5182","2013-08-20","2013-08-20","0"
"LUCENE-5016","2013-05-24","2013-05-30","6"
"LUCENE-3268","2011-07-01","2011-07-03","2"
"LUCENE-3983","2012-04-14","2012-05-18","34"
"LUCENE-4339","2012-08-29","2012-08-30","1"
"LUCENE-2496","2010-06-10","2010-10-30","142"
"LUCENE-4021","2012-04-25","2012-04-25","0"
"LUCENE-1639","2009-05-15","2009-06-19","35"
"LUCENE-2653","2010-09-18","2010-10-29","41"
"LUCENE-6380","2015-03-31","2015-03-31","0"
"LUCENE-6239","2015-02-11","2015-02-12","1"
"LUCENE-2945","2011-03-01","2011-10-27","240"
"LUCENE-4790","2013-02-20","2013-02-20","0"
"LUCENE-4894","2013-04-01","2013-07-19","109"
"LUCENE-444","2005-10-04","2005-10-05","1"
"LUCENE-3609","2011-11-29","2011-11-30","1"
"LUCENE-2144","2009-12-10","2009-12-11","1"
"LUCENE-1441","2008-11-07","2008-11-07","0"
"LUCENE-1805","2009-08-13","2009-08-13","0"
"LUCENE-450","2005-10-11","2005-12-21","71"
"LUCENE-4162","2012-06-21","2012-06-21","0"
"LUCENE-1929","2009-09-27","2009-10-19","22"
"LUCENE-469","2005-11-22","2005-12-08","16"
"LUCENE-951","2007-07-05","2007-07-12","7"
"LUCENE-345","2005-02-09","2006-05-27","472"
"LUCENE-5001","2013-05-14","2013-05-14","0"
"LUCENE-1863","2009-08-27","2009-08-27","0"
"LUCENE-3062","2011-05-02","2011-05-02","0"
"LUCENE-905","2007-06-05","2007-06-06","1"
"LUCENE-1349","2008-08-04","2008-08-05","1"
"LUCENE-3851","2012-03-05","2012-03-06","1"
"LUCENE-2741","2010-11-04","2010-11-15","11"
"LUCENE-5668","2014-05-12","2014-05-12","0"
"LUCENE-442","2005-09-28","2005-10-27","29"
"LUCENE-5192","2013-08-29","2013-08-30","1"
"LUCENE-763","2007-01-02","2007-05-31","149"
"LUCENE-3820","2012-02-23","2012-02-28","5"
"LUCENE-5602","2014-04-11","2014-04-15","4"
"LUCENE-3207","2011-06-16","2011-06-16","0"
"LUCENE-2249","2010-02-04","2010-10-29","267"
"LUCENE-4874","2013-03-23","2013-04-04","12"
"LUCENE-3338","2011-07-24","2011-08-01","8"
"LUCENE-4468","2012-10-09","2012-10-09","0"
"LUCENE-1211","2008-03-09","2008-03-09","0"
"LUCENE-4375","2012-09-11","2012-09-12","1"
"LUCENE-3301","2011-07-09","2011-10-23","106"
"LUCENE-3031","2011-04-15","2011-04-15","0"
"LUCENE-61","2002-09-24","2006-05-27","1341"
"LUCENE-1156","2008-01-25","2008-01-31","6"
"LUCENE-6139","2014-12-26","2015-01-03","8"
"LUCENE-231","2004-06-13","2006-05-27","713"
"LUCENE-1989","2009-10-17","2009-10-18","1"
"LUCENE-383","2005-04-29","2006-05-10","376"
"LUCENE-984","2007-08-17","2007-09-18","32"
"LUCENE-5805","2014-07-04","2015-06-05","336"
"LUCENE-4029","2012-05-04","2012-05-04","0"
"LUCENE-2561","2010-07-24","2010-07-28","4"
"LUCENE-1138","2008-01-17","2008-01-17","0"
"LUCENE-641","2006-07-29","2006-07-30","1"
"LUCENE-55","2002-09-13","2006-05-27","1352"
"LUCENE-53","2002-09-09","2006-05-27","1356"
"LUCENE-4736","2013-01-30","2013-01-31","1"
"LUCENE-3600","2011-11-27","2011-11-27","0"
"LUCENE-4899","2013-04-03","2013-04-05","2"
"LUCENE-5864","2014-07-31","2014-08-13","13"
"LUCENE-4406","2012-09-18","2012-09-19","1"
"LUCENE-3009","2011-03-30","2011-05-31","62"
"LUCENE-1132","2008-01-15","2008-01-29","14"
"LUCENE-6311","2015-02-28","2015-02-28","0"
"LUCENE-3599","2011-11-27","2011-11-29","2"
"LUCENE-5048","2013-06-09","2013-06-10","1"
"LUCENE-4443","2012-09-28","2012-09-28","0"
"LUCENE-1847","2009-08-23","2009-08-25","2"
"LUCENE-3790","2012-02-15","2012-02-15","0"
"LUCENE-5072","2013-06-22","2013-06-24","2"
"LUCENE-1569","2009-03-22","2009-03-22","0"
"LUCENE-1906","2009-09-10","2009-09-11","1"
"LUCENE-3072","2011-05-04","2011-05-04","0"
"LUCENE-4801","2013-02-26","2013-02-26","0"
"LUCENE-3251","2011-06-28","2011-06-28","0"
"LUCENE-3855","2012-03-07","2012-03-12","5"
"LUCENE-4377","2012-09-11","2012-09-12","1"
"LUCENE-5850","2014-07-28","2014-08-16","19"
"LUCENE-3417","2011-09-06","2011-09-08","2"
"LUCENE-4705","2013-01-22","2013-01-22","0"
"LUCENE-1094","2007-12-18","2007-12-20","2"
"LUCENE-2466","2010-05-17","2010-05-17","0"
"LUCENE-4342","2012-08-29","2012-08-31","2"
"LUCENE-3143","2011-05-25","2011-05-25","0"
"LUCENE-4712","2013-01-23","2013-01-23","0"
"LUCENE-4333","2012-08-28","2012-08-28","0"
"LUCENE-941","2007-06-23","2007-09-18","87"
"LUCENE-2736","2010-11-03","2011-05-17","195"
"LUCENE-3952","2012-04-04","2012-04-04","0"
"LUCENE-4352","2012-09-03","2012-09-03","0"
"LUCENE-4459","2012-10-04","2012-10-04","0"
"LUCENE-2046","2009-11-09","2010-06-01","204"
"LUCENE-2094","2009-11-24","2009-12-03","9"
"LUCENE-6165","2015-01-07","2015-01-08","1"
"LUCENE-2216","2010-01-16","2010-11-23","311"
"LUCENE-4407","2012-09-19","2012-09-19","0"
"LUCENE-1450","2008-11-12","2008-11-12","0"
"LUCENE-2943","2011-02-28","2011-03-01","1"
"LUCENE-5221","2013-09-17","2013-09-18","1"
"LUCENE-516","2006-03-09","2006-03-11","2"
"LUCENE-4738","2013-01-30","2013-04-10","70"
"LUCENE-3848","2012-03-04","2012-03-16","12"
"LUCENE-4888","2013-03-26","2013-04-03","8"
"LUCENE-3937","2012-03-29","2012-03-29","0"
"LUCENE-3505","2011-10-11","2012-07-23","286"
"LUCENE-3432","2011-09-13","2011-09-13","0"
"LUCENE-4782","2013-02-20","2013-02-20","0"
"LUCENE-4476","2012-10-11","2012-10-26","15"
"LUCENE-4432","2012-09-26","2012-09-26","0"
"LUCENE-6108","2014-12-11","2014-12-11","0"
"LUCENE-1050","2007-11-10","2008-01-17","68"
"LUCENE-329","2005-01-05","2015-05-20","3787"
"LUCENE-1821","2009-08-18","2011-01-14","514"
"LUCENE-3694","2012-01-13","2012-01-16","3"
"LUCENE-5788","2014-06-25","2014-07-29","34"
"LUCENE-2819","2010-12-18","2010-12-19","1"
"LUCENE-451","2005-10-12","2006-06-27","258"
"LUCENE-1040","2007-10-31","2008-09-16","321"
"LUCENE-1974","2009-10-12","2009-10-14","2"
"LUCENE-4615","2012-12-10","2012-12-11","1"
"LUCENE-5218","2013-09-16","2013-09-26","10"
"LUCENE-161","2003-11-13","2006-05-27","926"
"LUCENE-108","2003-05-07","2006-05-27","1116"
"LUCENE-3934","2012-03-29","2012-04-02","4"
"LUCENE-32","2002-04-20","2006-05-27","1498"
"LUCENE-6657","2015-07-03","2015-07-04","1"
"LUCENE-5946","2014-09-13","2014-09-14","1"
"LUCENE-5630","2014-04-24","2014-04-24","0"
"LUCENE-4461","2012-10-05","2012-12-16","72"
"LUCENE-2802","2010-12-06","2010-12-08","2"
"LUCENE-4185","2012-07-02","2012-07-07","5"
"LUCENE-2728","2010-10-28","2010-12-03","36"
"LUCENE-1554","2009-03-05","2009-03-06","1"
"LUCENE-3962","2012-04-06","2012-04-06","0"
"LUCENE-5961","2014-09-18","2014-12-02","75"
"LUCENE-3724","2012-01-25","2012-01-25","0"
"LUCENE-5553","2014-03-25","2014-03-25","0"
"LUCENE-5247","2013-09-29","2013-10-01","2"
"LUCENE-573","2006-05-19","2006-11-18","183"
"LUCENE-6001","2014-10-09","2015-02-27","141"
"LUCENE-3672","2012-01-03","2012-02-07","35"
"LUCENE-124","2003-07-10","2010-03-08","2433"
"LUCENE-3032","2011-04-15","2011-04-15","0"
"LUCENE-4002","2012-04-20","2012-05-02","12"
"LUCENE-5673","2014-05-15","2014-05-16","1"
"LUCENE-2635","2010-09-08","2010-09-08","0"
"LUCENE-3874","2012-03-15","2012-03-16","1"
"LUCENE-5409","2014-01-21","2014-01-28","7"
"LUCENE-4991","2013-05-09","2013-05-10","1"
"LUCENE-3260","2011-06-29","2011-06-30","1"
"LUCENE-3404","2011-08-27","2011-08-27","0"
"LUCENE-901","2007-06-01","2011-01-25","1334"
"LUCENE-138","2003-10-01","2006-05-27","969"
"LUCENE-2693","2010-10-10","2011-01-24","106"
"LUCENE-2106","2009-12-03","2009-12-07","4"
"LUCENE-3111","2011-05-17","2011-05-17","0"
"LUCENE-830","2007-03-13","2012-01-05","1759"
"LUCENE-4485","2012-10-16","2012-10-16","0"
"LUCENE-1169","2008-02-07","2008-02-07","0"
"LUCENE-6081","2014-11-29","2014-11-29","0"
"LUCENE-1175","2008-02-11","2008-02-13","2"
"LUCENE-3495","2011-10-06","2011-10-06","0"
"LUCENE-1723","2009-06-30","2009-06-30","0"
"LUCENE-130","2003-08-16","2006-04-10","968"
"LUCENE-6415","2015-04-10","2015-04-13","3"
"LUCENE-4995","2013-05-10","2013-06-10","31"
"LUCENE-47","2002-07-24","2006-05-27","1403"
"LUCENE-2568","2010-07-26","2010-07-27","1"
"LUCENE-2629","2010-08-30","2010-08-31","1"
"LUCENE-6055","2014-11-10","2014-12-05","25"
"LUCENE-4635","2012-12-18","2012-12-18","0"
"LUCENE-3348","2011-07-28","2011-08-10","13"
"LUCENE-4234","2012-07-18","2012-07-23","5"
"LUCENE-6454","2015-04-27","2015-04-30","3"
"LUCENE-3035","2011-04-18","2011-04-28","10"
"LUCENE-3471","2011-09-27","2011-09-27","0"
"LUCENE-4735","2013-01-29","2013-01-31","2"
"LUCENE-6299","2015-02-25","2015-02-27","2"
"LUCENE-1005","2007-09-23","2007-09-28","5"
"LUCENE-94","2003-04-11","2006-05-27","1142"
"LUCENE-1548","2009-02-26","2009-02-27","1"
"LUCENE-5","2001-10-31","2006-05-27","1669"
"LUCENE-5954","2014-09-15","2015-06-09","267"
"LUCENE-6449","2015-04-23","2015-04-24","1"
"LUCENE-3908","2012-03-24","2012-03-24","0"
"LUCENE-6004","2014-10-10","2014-11-14","35"
"LUCENE-2620","2010-08-24","2010-08-24","0"
"LUCENE-2523","2010-07-02","2010-07-20","18"
"LUCENE-4218","2012-07-12","2012-09-04","54"
"LUCENE-781","2007-01-22","2007-07-26","185"
"LUCENE-583","2006-05-28","2006-06-02","5"
"LUCENE-5259","2013-10-06","2013-10-07","1"
"LUCENE-315","2004-11-23","2006-05-27","550"
"LUCENE-5493","2014-03-06","2014-03-07","1"
"LUCENE-1312","2008-06-22","2008-06-28","6"
"LUCENE-70","2002-11-19","2006-05-27","1285"
"LUCENE-5646","2014-05-06","2014-05-06","0"
"LUCENE-4136","2012-06-11","2012-06-12","1"
"LUCENE-1500","2008-12-23","2009-03-25","92"
"LUCENE-2001","2009-10-21","2009-10-22","1"
"LUCENE-106","2003-04-30","2006-05-27","1123"
"LUCENE-720","2006-11-20","2006-11-22","2"
"LUCENE-4147","2012-06-15","2012-06-21","6"
"LUCENE-3548","2011-11-01","2011-11-01","0"
"LUCENE-5525","2014-03-14","2014-03-17","3"
"LUCENE-5119","2013-07-18","2013-07-19","1"
"LUCENE-515","2006-03-09","2006-03-09","0"
"LUCENE-1545","2009-02-20","2010-09-29","586"
"LUCENE-3095","2011-05-13","2011-05-14","1"
"LUCENE-158","2003-10-31","2006-03-22","873"
"LUCENE-929","2007-06-08","2011-05-25","1447"
"LUCENE-5599","2014-04-11","2014-04-16","5"
"LUCENE-3713","2012-01-21","2012-01-21","0"
"LUCENE-3876","2012-03-16","2012-03-16","0"
"LUCENE-6329","2015-03-03","2015-03-03","0"
"LUCENE-3705","2012-01-18","2012-01-19","1"
"LUCENE-4809","2013-03-01","2013-03-01","0"
"LUCENE-5481","2014-02-28","2014-03-25","25"
"LUCENE-748","2006-12-15","2006-12-19","4"
"LUCENE-575","2006-05-24","2006-06-02","9"
"LUCENE-3526","2011-10-24","2011-10-24","0"
"LUCENE-1397","2008-09-20","2008-09-22","2"
"LUCENE-1448","2008-11-11","2009-07-25","256"
"LUCENE-4654","2013-01-03","2013-03-04","60"
"LUCENE-4282","2012-08-02","2012-08-03","1"
"LUCENE-4802","2013-02-26","2013-02-26","0"
"LUCENE-4842","2013-03-17","2013-03-17","0"
"LUCENE-1444","2008-11-09","2009-01-25","77"
"LUCENE-3506","2011-10-11","2011-10-25","14"
"LUCENE-3580","2011-11-17","2011-11-17","0"
"LUCENE-5824","2014-07-15","2014-07-15","0"
"LUCENE-4596","2012-12-07","2012-12-09","2"
"LUCENE-4248","2012-07-23","2012-07-23","0"
"LUCENE-5996","2014-10-07","2014-10-07","0"
"LUCENE-5272","2013-10-10","2013-10-14","4"
"LUCENE-4868","2013-03-21","2013-03-21","0"
"LUCENE-2631","2010-09-01","2010-11-15","75"
"LUCENE-2536","2010-07-13","2010-07-13","0"
"LUCENE-6271","2015-02-20","2015-04-04","43"
"LUCENE-5689","2014-05-20","2014-05-21","1"
"LUCENE-175","2004-02-03","2006-05-27","844"
"LUCENE-5132","2013-07-24","2013-07-25","1"
"LUCENE-4933","2013-04-13","2013-06-08","56"
"LUCENE-6249","2015-02-16","2015-02-17","1"
"LUCENE-172","2004-01-23","2006-05-27","855"
"LUCENE-6218","2015-02-04","2015-02-05","1"
"LUCENE-4740","2013-01-31","2013-06-14","134"
"LUCENE-2769","2010-11-19","2010-11-19","0"
"LUCENE-3324","2011-07-17","2011-07-17","0"
"LUCENE-620","2006-06-30","2006-07-01","1"
"LUCENE-2888","2011-01-25","2011-01-25","0"
"LUCENE-365","2005-03-27","2006-10-18","570"
"LUCENE-4663","2013-01-06","2013-01-07","1"
"LUCENE-3430","2011-09-11","2011-09-12","1"
"LUCENE-5373","2013-12-19","2013-12-20","1"
"LUCENE-4066","2012-05-17","2012-05-17","0"
"LUCENE-6346","2015-03-06","2015-03-06","0"
"LUCENE-5952","2014-09-15","2014-09-21","6"
"LUCENE-6314","2015-03-01","2015-03-01","0"
"LUCENE-5924","2014-09-04","2014-10-01","27"
"LUCENE-1870","2009-08-28","2009-08-28","0"
"LUCENE-220","2004-05-04","2006-05-27","753"
"LUCENE-3743","2012-02-01","2012-02-01","0"
"LUCENE-5811","2014-07-09","2014-07-29","20"
"LUCENE-4308","2012-08-15","2012-08-16","1"
"LUCENE-2092","2009-11-23","2009-11-24","1"
"LUCENE-3708","2012-01-19","2012-01-19","0"
"LUCENE-2774","2010-11-21","2011-01-23","63"
"LUCENE-880","2007-05-15","2007-05-17","2"
"LUCENE-3390","2011-08-22","2011-09-21","30"
"LUCENE-6507","2015-05-28","2015-05-29","1"
"LUCENE-6395","2015-04-06","2015-04-06","0"
"LUCENE-4109","2012-06-04","2012-07-29","55"
"LUCENE-5916","2014-09-01","2014-09-01","0"
"LUCENE-4140","2012-06-12","2012-08-03","52"
"LUCENE-3351","2011-07-30","2011-08-01","2"
"LUCENE-1143","2008-01-20","2008-01-20","0"
"LUCENE-5202","2013-09-07","2013-09-09","2"
"LUCENE-5330","2013-11-05","2013-11-06","1"
"LUCENE-2634","2010-09-08","2010-09-08","0"
"LUCENE-249","2004-07-27","2006-05-27","669"
"LUCENE-4026","2012-04-30","2012-05-16","16"
"LUCENE-2299","2010-03-07","2010-06-01","86"
"LUCENE-5859","2014-07-30","2014-08-08","9"
"LUCENE-4398","2012-09-17","2012-09-19","2"
"LUCENE-1465","2008-11-21","2009-02-23","94"
"LUCENE-828","2007-03-08","2007-03-16","8"
"LUCENE-1547","2009-02-22","2009-02-24","2"
"LUCENE-1838","2009-08-21","2009-08-22","1"
"LUCENE-4186","2012-07-02","2012-09-08","68"
"LUCENE-5303","2013-10-23","2013-10-23","0"
"LUCENE-1430","2008-10-29","2009-02-19","113"
"LUCENE-1044","2007-11-02","2008-02-11","101"
"LUCENE-5626","2014-04-23","2014-04-24","1"
"LUCENE-5780","2014-06-20","2014-06-20","0"
"LUCENE-1611","2009-04-24","2009-04-30","6"
"LUCENE-4165","2012-06-26","2012-07-17","21"
"LUCENE-1830","2009-08-20","2009-08-21","1"
"LUCENE-4660","2013-01-04","2013-01-04","0"
"LUCENE-632","2006-07-24","2006-09-18","56"
"LUCENE-4488","2012-10-17","2012-10-19","2"
"LUCENE-1866","2009-08-27","2012-04-04","951"
"LUCENE-3401","2011-08-25","2011-08-26","1"
"LUCENE-4111","2012-06-05","2012-06-07","2"
"LUCENE-3709","2012-01-19","2012-01-20","1"
"LUCENE-129","2003-10-24","2006-12-19","1152"
"LUCENE-2658","2010-09-20","2010-10-29","39"
"LUCENE-1251","2008-03-28","2008-03-28","0"
"LUCENE-2705","2010-10-15","2010-10-15","0"
"LUCENE-6381","2015-03-31","2015-04-01","1"
"LUCENE-5398","2014-01-13","2014-01-31","18"
"LUCENE-3172","2011-06-04","2011-06-04","0"
"LUCENE-74","2003-01-14","2006-05-27","1229"
"LUCENE-2947","2011-03-03","2013-04-26","785"
"LUCENE-3238","2011-06-24","2011-06-24","0"
"LUCENE-4611","2012-12-10","2012-12-10","0"
"LUCENE-353","2005-03-02","2006-05-27","451"
"LUCENE-3409","2011-08-31","2011-08-31","0"
"LUCENE-4994","2013-05-09","2013-05-09","0"
"LUCENE-3718","2012-01-24","2012-01-24","0"
"LUCENE-3188","2011-06-10","2011-06-12","2"
"LUCENE-3340","2011-07-25","2011-07-26","1"
"LUCENE-4724","2013-01-27","2013-01-28","1"
"LUCENE-736","2006-12-01","2007-04-24","144"
"LUCENE-3696","2012-01-14","2012-01-16","2"
"LUCENE-4300","2012-08-09","2012-08-10","1"
"LUCENE-3703","2012-01-18","2012-01-22","4"
"LUCENE-713","2006-11-16","2006-12-16","30"
"LUCENE-1282","2008-05-10","2008-07-30","81"
"LUCENE-2112","2009-12-04","2009-12-06","2"
"LUCENE-6527","2015-06-04","2015-06-09","5"
"LUCENE-3407","2011-08-30","2011-08-30","0"
"LUCENE-4836","2013-03-15","2013-03-15","0"
"LUCENE-1451","2008-11-12","2008-11-14","2"
"LUCENE-5305","2013-10-24","2013-10-24","0"
"LUCENE-5747","2014-06-08","2014-06-09","1"
"LUCENE-5233","2013-09-21","2013-09-25","4"
"LUCENE-2686","2010-10-04","2012-07-18","653"
"LUCENE-6076","2014-11-25","2014-11-26","1"
"LUCENE-3329","2011-07-20","2011-07-20","0"
"LUCENE-607","2006-06-20","2006-06-21","1"
"LUCENE-630","2006-07-19","2006-07-19","0"
"LUCENE-5183","2013-08-20","2013-08-30","10"
"LUCENE-2035","2009-11-05","2010-11-27","387"
"LUCENE-3738","2012-01-31","2012-04-02","62"
"LUCENE-49","2002-08-12","2006-05-27","1384"
"LUCENE-3608","2011-11-29","2011-11-30","1"
"LUCENE-6052","2014-11-06","2014-12-09","33"
"LUCENE-4020","2012-04-24","2012-04-25","1"
"LUCENE-3029","2011-04-14","2011-05-02","18"
"LUCENE-962","2007-07-17","2007-07-17","0"
"LUCENE-6246","2015-02-14","2015-02-24","10"
"LUCENE-4390","2012-09-14","2012-09-15","1"
"LUCENE-6535","2015-06-09","2015-06-09","0"
"LUCENE-5762","2014-06-15","2014-06-16","1"
"LUCENE-5682","2014-05-19","2014-05-23","4"
"LUCENE-3484","2011-10-04","2011-10-04","0"
"LUCENE-1196","2008-02-28","2008-02-28","0"
"LUCENE-4103","2012-06-03","2012-06-05","2"
"LUCENE-4784","2013-02-20","2013-02-22","2"
"LUCENE-5738","2014-06-05","2014-06-06","1"
"LUCENE-2811","2010-12-13","2010-12-17","4"
"LUCENE-2068","2009-11-16","2009-11-22","6"
"LUCENE-3981","2012-04-13","2012-04-17","4"
"LUCENE-4337","2012-08-28","2012-08-30","2"
"LUCENE-2720","2010-10-23","2011-01-23","92"
"LUCENE-4974","2013-05-02","2013-05-02","0"
"LUCENE-4250","2012-07-23","2012-07-25","2"
"LUCENE-4135","2012-06-11","2012-06-13","2"
"LUCENE-2615","2010-08-23","2010-08-23","0"
"LUCENE-2207","2010-01-13","2010-01-17","4"
"LUCENE-202","2004-03-24","2006-05-27","794"
"LUCENE-4944","2013-04-19","2013-04-20","1"
"LUCENE-3867","2012-03-14","2012-03-23","9"
"LUCENE-3546","2011-10-31","2011-11-01","1"
"LUCENE-980","2007-08-16","2007-08-18","2"
"LUCENE-5612","2014-04-17","2014-04-21","4"
"LUCENE-24","2002-03-26","2006-05-27","1523"
"LUCENE-1509","2009-01-02","2009-01-05","3"
"LUCENE-2643","2010-09-14","2010-12-08","85"
"LUCENE-1415","2008-10-08","2008-10-10","2"
"LUCENE-2458","2010-05-11","2010-07-19","69"
"LUCENE-2003","2009-10-21","2009-10-23","2"
"LUCENE-2222","2010-01-18","2010-01-18","0"
"LUCENE-5593","2014-04-10","2014-07-28","109"
"LUCENE-2989","2011-03-24","2011-03-25","1"
"LUCENE-4978","2013-05-04","2014-03-18","318"
"LUCENE-1","2001-10-09","2006-06-06","1701"
"LUCENE-4913","2013-04-06","2013-04-07","1"
"LUCENE-2014","2009-10-29","2009-10-29","0"
"LUCENE-3849","2012-03-05","2013-08-20","533"
"LUCENE-92","2003-04-09","2006-05-27","1144"
"LUCENE-3428","2011-09-11","2011-11-14","64"
"LUCENE-5240","2013-09-24","2013-10-05","11"
"LUCENE-4592","2012-12-06","2012-12-08","2"
"LUCENE-3811","2012-02-21","2012-02-21","0"
"LUCENE-3597","2011-11-25","2011-11-26","1"
"LUCENE-113","2003-05-21","2006-05-27","1102"
"LUCENE-2424","2010-04-30","2010-06-01","32"
"LUCENE-4451","2012-09-30","2012-10-01","1"
"LUCENE-1008","2007-09-29","2007-09-29","0"
"LUCENE-2633","2010-09-03","2010-09-09","6"
"LUCENE-5217","2013-09-15","2013-11-14","60"
"LUCENE-1902","2009-09-08","2009-09-09","1"
"LUCENE-483","2006-01-05","2006-01-09","4"
"LUCENE-4581","2012-12-01","2012-12-01","0"
"LUCENE-5278","2013-10-11","2013-10-12","1"
